city,timestamp,temperature,humidity,pressure,wind_speed,weather_desc,aqi,pm25,pm10,no2,o3
Marrakech,2026-05-02 12:08:19.812960,20.98,64.0,1017.0,1.54,broken clouds,2.0,9.82,24.45,0.39,97.11
Rabat,2026-05-02 12:08:19.812960,19.37,77.0,1019.0,2.06,overcast clouds,2.0,6.26,10.83,1.28,97.26
Agadir,2026-05-02 13:08:29.754473,24.06,68.0,1016.0,5.0,scattered clouds,2.0,6.6,18.37,0.21,90.04
Tanger,2026-05-02 13:08:29.754473,20.74,73.0,1018.0,4.12,scattered clouds,3.0,3.79,8.47,0.68,107.68
Marrakech,2026-05-02 13:08:29.754473,21.98,56.0,1016.0,2.06,scattered clouds,2.0,10.19,25.39,0.32,98.56
Rabat,2026-05-02 13:08:29.754473,19.37,77.0,1018.0,2.06,overcast clouds,3.0,6.76,11.13,0.98,100.98
Agadir,2026-05-02 14:08:40.426626,25.06,66.0,1016.0,5.47,scattered clouds,2.0,7.31,19.02,0.18,91.15
Tanger,2026-05-02 14:08:40.426626,20.74,73.0,1017.0,3.09,scattered clouds,3.0,3.88,8.43,0.56,110.9
Marrakech,2026-05-02 14:08:40.426626,23.98,53.0,1015.0,1.54,scattered clouds,3.0,10.33,26.88,0.28,101.73
Rabat,2026-05-02 14:08:40.426626,20.37,73.0,1018.0,2.57,overcast clouds,3.0,5.48,8.76,0.65,102.45
Agadir,2026-05-02 15:08:50.171003,25.06,58.0,1015.0,5.78,few clouds,2.0,6.77,16.54,0.18,92.49
Tanger,2026-05-02 15:08:50.171003,21.74,73.0,1017.0,3.6,scattered clouds,3.0,2.83,6.46,0.36,109.87
Marrakech,2026-05-02 15:08:50.171003,25.97,44.0,1015.0,1.03,scattered clouds,3.0,10.77,27.9,0.28,101.76
Rabat,2026-05-02 15:08:50.171003,21.37,64.0,1018.0,3.09,overcast clouds,3.0,5.02,7.95,0.63,102.28
Agadir,2026-05-02 16:09:00.053353,24.06,52.0,1013.0,7.2,few clouds,2.0,6.16,14.42,0.19,92.89
Tanger,2026-05-02 16:09:00.053353,22.74,68.0,1016.0,3.6,scattered clouds,3.0,2.95,6.69,0.37,111.01
Marrakech,2026-05-02 16:09:00.053353,25.98,44.0,1014.0,1.54,scattered clouds,3.0,11.15,28.99,0.3,101.08
Rabat,2026-05-02 16:09:00.053353,21.37,64.0,1017.0,3.09,overcast clouds,3.0,4.53,7.21,0.74,101.37
Agadir,2026-05-02 17:09:10.036275,25.06,50.0,1013.0,8.55,scattered clouds,2.0,5.11,11.89,0.21,93.11
Tanger,2026-05-02 17:09:10.036275,22.74,68.0,1016.0,2.06,scattered clouds,3.0,3.05,6.95,0.44,112.33
Marrakech,2026-05-02 17:09:10.036275,26.98,41.0,1013.0,2.06,scattered clouds,3.0,10.79,28.08,0.36,101.37
Rabat,2026-05-02 17:09:10.036275,20.37,68.0,1017.0,3.6,broken clouds,3.0,4.15,6.75,1.1,100.68
Agadir,2026-05-02 18:09:19.481203,23.06,51.0,1013.0,8.13,scattered clouds,2.0,3.91,9.53,0.23,92.67
Tanger,2026-05-02 18:09:19.481203,21.74,68.0,1016.0,5.66,scattered clouds,3.0,3.13,7.18,0.57,113.58
Marrakech,2026-05-02 18:09:19.481203,26.98,41.0,1013.0,2.06,scattered clouds,3.0,11.2,28.38,0.51,100.62
Rabat,2026-05-02 18:09:19.481203,20.37,68.0,1017.0,3.09,scattered clouds,2.0,3.9,6.56,1.68,99.68
Agadir,2026-05-02 19:09:29.365778,23.06,54.0,1013.0,6.7,scattered clouds,2.0,2.98,7.99,0.24,92.23
Tanger,2026-05-02 19:09:29.365778,21.74,68.0,1016.0,5.14,scattered clouds,3.0,3.13,7.22,0.74,113.66
Marrakech,2026-05-02 19:09:29.365778,26.98,41.0,1013.0,3.6,scattered clouds,2.0,11.2,27.85,0.67,98.5
Rabat,2026-05-02 19:09:29.365778,19.37,68.0,1017.0,4.12,scattered clouds,2.0,3.46,6.15,2.17,97.71
Agadir,2026-05-03 14:17:22.646394,23.06,64.0,1014.0,4.22,overcast clouds,2.0,4.14,12.37,0.16,86.84
Tanger,2026-05-03 14:17:22.646394,20.74,68.0,1015.0,4.12,scattered clouds,2.0,1.36,3.03,0.34,83.45
Marrakech,2026-05-03 14:17:22.646394,23.98,46.0,1014.0,2.57,clear sky,2.0,8.98,22.69,0.3,98.28
Rabat,2026-05-03 14:17:22.646394,22.37,64.0,1016.0,4.12,broken clouds,2.0,5.19,7.89,0.71,93.3
Agadir,2026-05-03 15:17:31.930040,24.06,61.0,1013.0,4.63,overcast clouds,2.0,4.01,11.12,0.15,84.86
Tanger,2026-05-03 15:17:31.930040,20.74,68.0,1015.0,4.63,scattered clouds,2.0,1.46,3.06,0.3,83.82
Marrakech,2026-05-03 15:17:31.930040,26.98,44.0,1013.0,1.54,clear sky,2.0,8.96,23.28,0.28,97.83
Rabat,2026-05-03 15:17:31.930040,23.37,64.0,1016.0,3.09,broken clouds,2.0,4.74,7.02,0.58,90.73
Agadir,2026-05-03 16:17:22.814384,23.06,57.0,1012.0,3.46,overcast clouds,2.0,3.72,10.08,0.16,83.61
Tanger,2026-05-03 16:17:22.814384,19.74,68.0,1015.0,4.12,scattered clouds,2.0,1.34,2.91,0.32,83.83
Marrakech,2026-05-03 16:17:22.814384,26.98,41.0,1012.0,2.57,clear sky,2.0,9.53,25.3,0.31,97.7
Rabat,2026-05-03 16:17:22.814384,22.37,68.0,1015.0,3.6,broken clouds,2.0,4.41,6.53,0.59,89.6
Agadir,2026-05-03 17:17:34.960098,24.06,55.0,1011.0,4.49,overcast clouds,2.0,3.2,8.65,0.17,82.64
Tanger,2026-05-03 17:17:34.960098,19.75,73.0,1014.0,4.63,broken clouds,2.0,1.23,2.81,0.35,84.81
Marrakech,2026-05-03 17:17:34.960098,27.97,36.0,1012.0,1.54,clear sky,2.0,10.13,27.34,0.4,98.22
Rabat,2026-05-03 17:17:34.960098,21.35,73.0,1015.0,4.12,broken clouds,2.0,4.08,6.11,0.76,88.99
Agadir,2026-05-03 18:17:44.404501,23.06,55.0,1011.0,5.11,overcast clouds,2.0,2.62,7.32,0.18,81.49
Tanger,2026-05-03 18:17:44.404501,19.74,73.0,1014.0,4.12,broken clouds,2.0,1.14,2.72,0.45,86.06
Marrakech,2026-05-03 18:17:44.404501,27.98,34.0,1012.0,2.06,clear sky,2.0,10.51,28.8,0.55,97.82
Rabat,2026-05-03 18:17:44.404501,20.37,77.0,1015.0,3.6,broken clouds,2.0,3.78,5.8,1.14,87.58
Agadir,2026-05-03 19:17:54.481706,22.06,58.0,1011.0,4.53,overcast clouds,2.0,2.19,6.46,0.19,81.03
Tanger,2026-05-03 19:17:54.481706,18.74,77.0,1014.0,4.12,broken clouds,2.0,1.05,2.62,0.56,87.06
Marrakech,2026-05-03 19:17:54.481706,26.98,36.0,1012.0,2.06,scattered clouds,2.0,10.48,28.95,0.71,96.56
Rabat,2026-05-03 19:17:54.481706,19.37,82.0,1015.0,3.09,broken clouds,2.0,3.3,5.29,1.64,84.89
Agadir,2026-05-03 20:17:38.108356,19.06,63.0,1012.0,3.14,overcast clouds,2.0,1.93,6.09,0.21,81.31
Tanger,2026-05-03 20:17:38.108356,17.74,82.0,1015.0,3.09,broken clouds,2.0,1.03,2.65,0.9,85.78
Marrakech,2026-05-03 20:17:38.108356,26.0,38.0,1013.0,2.57,scattered clouds,2.0,10.28,28.44,1.05,92.91
Rabat,2026-05-03 20:17:38.108356,18.37,88.0,1016.0,2.06,broken clouds,2.0,2.76,4.71,2.13,80.96
Agadir,2026-05-03 21:17:47.576719,18.06,69.0,1013.0,2.62,overcast clouds,2.0,1.8,6.02,0.22,82.55
Tanger,2026-05-03 21:17:47.576719,17.74,82.0,1016.0,2.06,broken clouds,2.0,1.07,2.85,1.24,83.61
Marrakech,2026-05-03 21:17:47.576719,22.98,53.0,1014.0,4.63,scattered clouds,2.0,10.25,28.19,1.4,90.53
Rabat,2026-05-03 21:17:47.576719,18.37,82.0,1017.0,2.06,scattered clouds,2.0,2.44,4.39,2.44,78.37
Agadir,2026-05-03 22:17:57.236803,18.06,74.0,1014.0,3.03,broken clouds,2.0,1.76,6.18,0.21,84.03
Tanger,2026-05-03 22:17:57.236803,17.74,82.0,1016.0,2.57,broken clouds,2.0,1.11,3.11,1.35,82.99
Marrakech,2026-05-03 22:17:57.236803,20.98,60.0,1015.0,4.12,scattered clouds,2.0,10.17,27.74,1.59,89.06
Rabat,2026-05-03 22:17:57.236803,17.37,88.0,1017.0,1.54,scattered clouds,2.0,2.2,4.14,2.5,76.72
Agadir,2026-05-03 23:17:36.344657,18.06,79.0,1015.0,3.25,broken clouds,2.0,1.76,6.34,0.23,85.26
Tanger,2026-05-03 23:17:36.344657,15.74,88.0,1017.0,2.06,broken clouds,2.0,1.18,3.41,1.44,82.59
Marrakech,2026-05-03 23:17:36.344657,18.98,63.0,1016.0,3.09,scattered clouds,2.0,9.99,26.83,1.75,85.78
Rabat,2026-05-03 23:17:36.344657,14.37,94.0,1017.0,0.0,broken clouds,2.0,2.01,3.91,2.5,74.17
Agadir,2026-05-04 00:17:46.235487,18.06,82.0,1015.0,3.4,broken clouds,2.0,1.61,5.92,0.23,85.75
Tanger,2026-05-04 00:17:46.235487,15.74,88.0,1017.0,2.06,broken clouds,2.0,1.23,3.64,1.41,82.96
Marrakech,2026-05-04 00:17:46.235487,17.98,68.0,1016.0,3.09,scattered clouds,2.0,10.1,26.63,1.83,83.49
Rabat,2026-05-04 00:17:46.235487,14.35,100.0,1017.0,0.0,broken clouds,2.0,1.92,3.82,2.51,72.53
Agadir,2026-05-04 01:17:56.232208,17.06,83.0,1015.0,3.91,broken clouds,2.0,1.45,5.4,0.23,85.31
Tanger,2026-05-04 01:17:56.232208,15.74,82.0,1016.0,2.57,broken clouds,2.0,1.25,3.75,1.23,84.1
Marrakech,2026-05-04 01:17:56.232208,17.98,68.0,1016.0,1.54,scattered clouds,2.0,10.26,26.61,1.74,81.48
Rabat,2026-05-04 01:17:56.232208,15.37,100.0,1017.0,0.0,broken clouds,2.0,1.92,3.84,2.43,71.11
Agadir,2026-05-04 02:18:05.769987,15.06,84.0,1014.0,4.15,clear sky,2.0,1.41,5.29,0.23,84.36
Tanger,2026-05-04 02:18:05.769987,15.74,82.0,1016.0,2.57,broken clouds,2.0,1.22,3.66,0.98,85.38
Marrakech,2026-05-04 02:18:05.769987,15.98,77.0,1016.0,1.03,scattered clouds,2.0,10.32,26.16,1.62,77.39
Rabat,2026-05-04 02:18:05.769987,15.37,100.0,1016.0,0.0,broken clouds,2.0,1.98,3.96,2.31,69.8
Agadir,2026-05-04 03:18:15.591101,15.06,85.0,1014.0,3.78,clear sky,2.0,1.61,6.03,0.23,83.61
Tanger,2026-05-04 03:18:15.591101,15.74,82.0,1015.0,3.09,broken clouds,2.0,1.19,3.57,0.88,85.06
Marrakech,2026-05-04 03:18:15.591101,15.98,77.0,1015.0,3.09,scattered clouds,2.0,10.51,25.89,1.58,74.41
Rabat,2026-05-04 03:18:15.591101,16.37,100.0,1016.0,0.0,overcast clouds,2.0,2.05,4.13,2.23,68.69
Agadir,2026-05-04 04:18:25.409951,14.06,86.0,1014.0,3.07,clear sky,2.0,1.76,6.57,0.23,82.86
Tanger,2026-05-04 04:18:25.409951,15.74,88.0,1015.0,2.06,broken clouds,2.0,1.18,3.52,0.86,83.73
Marrakech,2026-05-04 04:18:25.409951,14.98,82.0,1015.0,2.57,scattered clouds,2.0,10.81,25.9,1.56,73.64
Rabat,2026-05-04 04:18:25.409951,15.37,100.0,1016.0,0.0,overcast clouds,2.0,2.15,4.34,2.2,67.5
Agadir,2026-05-04 05:18:35.241885,14.06,87.0,1014.0,2.51,clear sky,2.0,1.93,7.18,0.23,82.15
Tanger,2026-05-04 05:18:35.241885,15.74,88.0,1015.0,1.54,broken clouds,2.0,1.18,3.52,0.91,82.26
Marrakech,2026-05-04 05:18:35.241885,13.98,82.0,1015.0,2.57,scattered clouds,2.0,11.03,25.89,1.63,73.42
Rabat,2026-05-04 05:18:35.241885,14.37,100.0,1016.0,0.0,overcast clouds,2.0,2.28,4.57,2.24,66.61
Agadir,2026-05-04 06:18:45.056591,14.06,87.0,1014.0,1.88,clear sky,2.0,2.13,7.92,0.25,81.24
Tanger,2026-05-04 06:18:45.056591,15.74,88.0,1015.0,1.54,broken clouds,2.0,1.21,3.54,1.11,80.41
Marrakech,2026-05-04 06:18:45.056591,14.98,82.0,1015.0,2.06,broken clouds,2.0,11.47,26.32,1.82,73.29
Rabat,2026-05-04 06:18:45.056591,14.35,94.0,1016.0,0.0,broken clouds,2.0,2.5,4.96,2.4,66.16
Agadir,2026-05-04 07:18:54.891657,14.06,87.0,1014.0,1.42,clear sky,2.0,2.4,8.91,0.3,79.63
Tanger,2026-05-04 07:18:54.891657,15.74,88.0,1016.0,1.54,broken clouds,2.0,1.29,3.67,1.83,78.32
Marrakech,2026-05-04 07:18:54.891657,14.98,82.0,1016.0,1.54,broken clouds,2.0,11.84,26.76,2.52,72.64
Rabat,2026-05-04 07:18:54.891657,14.37,94.0,1017.0,0.0,broken clouds,2.0,2.8,5.46,2.97,65.93
Agadir,2026-05-04 08:19:04.518464,15.06,82.0,1015.0,2.37,clear sky,2.0,2.78,10.33,0.42,78.01
Tanger,2026-05-04 08:19:04.518464,16.74,82.0,1016.0,2.06,broken clouds,2.0,1.46,3.94,3.33,75.39
Marrakech,2026-05-04 08:19:04.518464,15.98,77.0,1016.0,2.06,broken clouds,2.0,11.69,26.99,3.85,71.04
Rabat,2026-05-04 08:19:04.518464,15.37,100.0,1017.0,0.0,broken clouds,2.0,3.12,5.91,3.92,66.45
Agadir,2026-05-04 09:19:14.191009,18.06,79.0,1015.0,2.33,clear sky,2.0,3.19,11.91,0.49,77.09
Tanger,2026-05-04 09:19:14.191009,17.74,77.0,1016.0,3.6,scattered clouds,2.0,1.6,4.17,4.03,73.58
Marrakech,2026-05-04 09:19:14.191009,16.98,77.0,1016.0,1.54,broken clouds,2.0,10.97,26.3,4.38,69.62
Rabat,2026-05-04 09:19:14.191009,18.37,94.0,1017.0,0.0,broken clouds,2.0,3.28,6.08,4.15,68.18
Agadir,2026-05-04 10:19:23.788838,21.06,75.0,1015.0,2.56,clear sky,2.0,3.55,13.26,0.44,77.34
Tanger,2026-05-04 10:19:23.788838,18.74,68.0,1017.0,4.63,broken clouds,2.0,1.61,4.19,3.22,76.84
Marrakech,2026-05-04 10:19:23.788838,18.98,68.0,1016.0,1.03,broken clouds,2.0,10.6,25.83,3.64,71.45
Rabat,2026-05-04 10:19:23.788838,20.37,73.0,1017.0,2.06,broken clouds,2.0,3.29,6.02,3.54,72.08
Agadir,2026-05-04 11:19:33.347221,21.06,72.0,1015.0,2.66,clear sky,2.0,3.94,14.46,0.33,78.5
Tanger,2026-05-04 11:19:33.347221,18.74,68.0,1017.0,4.12,scattered clouds,2.0,1.23,3.48,0.89,91.17
Marrakech,2026-05-04 11:19:33.347221,19.97,64.0,1016.0,2.06,scattered clouds,2.0,9.06,22.35,2.18,82.06
Rabat,2026-05-04 11:19:33.347221,21.37,64.0,1018.0,2.57,broken clouds,2.0,3.13,5.52,2.13,84.28
Agadir,2026-05-04 12:19:43.089520,23.06,68.0,1015.0,3.76,clear sky,2.0,4.51,15.95,0.25,80.34
Tanger,2026-05-04 12:19:43.089520,18.74,68.0,1017.0,4.63,scattered clouds,2.0,1.17,3.28,0.57,95.24
Marrakech,2026-05-04 12:19:43.089520,22.98,56.0,1016.0,2.06,scattered clouds,2.0,8.79,21.92,1.37,85.64
Rabat,2026-05-04 12:19:43.089520,21.37,68.0,1017.0,3.09,broken clouds,2.0,3.45,5.68,1.4,91.48
Agadir,2026-05-04 13:19:52.596850,24.06,64.0,1014.0,5.35,clear sky,2.0,5.17,17.29,0.2,81.94
Tanger,2026-05-04 13:19:52.596850,19.74,64.0,1017.0,4.63,scattered clouds,2.0,1.22,3.32,0.43,98.52
Marrakech,2026-05-04 13:19:52.596850,23.98,53.0,1015.0,1.54,scattered clouds,2.0,9.18,23.13,0.74,89.53
Rabat,2026-05-04 13:19:52.596850,21.37,64.0,1017.0,3.6,broken clouds,2.0,3.93,6.12,1.08,95.66
Agadir,2026-05-04 14:20:02.188569,24.06,58.0,1013.0,5.37,clear sky,2.0,4.75,14.67,0.18,84.19
Tanger,2026-05-04 14:20:02.188569,18.74,63.0,1017.0,5.14,scattered clouds,3.0,1.25,3.36,0.33,102.85
Marrakech,2026-05-04 14:20:02.188569,24.98,47.0,1014.0,3.09,scattered clouds,2.0,8.15,21.46,0.44,90.41
Rabat,2026-05-04 14:20:02.188569,21.37,60.0,1017.0,3.6,scattered clouds,3.0,3.87,5.85,0.66,101.33
Agadir,2026-05-04 15:20:11.790653,24.06,54.0,1012.0,5.71,clear sky,2.0,5.2,15.08,0.18,86.0
Tanger,2026-05-04 15:20:11.790653,18.74,68.0,1016.0,5.14,scattered clouds,3.0,1.41,3.63,0.33,105.59
Marrakech,2026-05-04 15:20:11.790653,24.98,47.0,1013.0,2.57,scattered clouds,2.0,7.66,20.99,0.38,89.72
Rabat,2026-05-04 15:20:11.790653,21.37,60.0,1017.0,4.12,scattered clouds,3.0,3.95,5.92,0.62,102.64
Agadir,2026-05-04 16:20:21.509359,24.06,51.0,1011.0,6.56,clear sky,2.0,5.47,15.08,0.19,88.51
Tanger,2026-05-04 16:20:21.509359,19.74,52.0,1016.0,5.14,few clouds,3.0,1.53,3.82,0.35,108.18
Marrakech,2026-05-04 16:20:21.509359,27.98,42.0,1012.0,1.54,broken clouds,2.0,7.27,20.34,0.36,89.39
Rabat,2026-05-04 16:20:21.509359,21.37,60.0,1016.0,3.6,scattered clouds,3.0,3.94,5.95,0.69,102.84
Agadir,2026-05-04 17:20:31.246026,23.06,51.0,1011.0,8.11,clear sky,2.0,5.41,14.42,0.23,91.28
Tanger,2026-05-04 17:20:31.246026,18.74,52.0,1016.0,5.66,few clouds,3.0,1.6,3.94,0.41,110.54
Marrakech,2026-05-04 17:20:31.246026,25.98,41.0,1012.0,1.54,broken clouds,2.0,7.23,20.44,0.42,90.21
Rabat,2026-05-04 17:20:31.246026,21.37,64.0,1016.0,3.09,scattered clouds,3.0,3.82,5.97,0.9,103.21
Agadir,2026-05-04 18:20:40.829501,22.06,52.0,1011.0,8.66,clear sky,2.0,5.01,13.21,0.27,93.61
Tanger,2026-05-04 18:20:40.829501,18.77,52.0,1016.0,4.12,few clouds,3.0,1.64,4.01,0.53,112.85
Marrakech,2026-05-04 18:20:40.829501,25.98,41.0,1011.0,2.06,scattered clouds,2.0,7.5,21.07,0.55,90.33
Rabat,2026-05-04 18:20:40.829501,20.35,68.0,1016.0,3.6,scattered clouds,3.0,3.65,6.06,1.26,103.43
Agadir,2026-05-04 19:20:50.379056,21.06,56.0,1011.0,9.5,clear sky,2.0,4.47,11.91,0.31,95.01
Tanger,2026-05-04 19:20:50.379056,17.74,55.0,1016.0,4.63,few clouds,3.0,1.63,3.98,0.67,113.98
Marrakech,2026-05-04 19:20:50.379056,25.98,41.0,1012.0,2.57,scattered clouds,2.0,7.21,20.11,0.7,89.8
Rabat,2026-05-04 19:20:50.379056,19.37,68.0,1016.0,4.12,scattered clouds,3.0,3.16,5.79,1.75,101.51
Agadir,2026-05-04 20:21:00.002296,20.06,59.0,1011.0,6.51,clear sky,2.0,3.89,10.8,0.37,95.29
Tanger,2026-05-04 20:21:00.002296,16.74,63.0,1016.0,4.12,few clouds,3.0,1.59,3.91,0.89,113.35
Marrakech,2026-05-04 20:21:00.002296,26.02,38.0,1013.0,4.12,broken clouds,2.0,6.76,18.62,1.03,87.23
Rabat,2026-05-04 20:21:00.002296,18.37,68.0,1017.0,3.6,scattered clouds,2.0,2.58,5.35,2.45,96.54
Agadir,2026-05-04 21:21:09.612687,19.06,66.0,1012.0,3.76,clear sky,2.0,3.38,10.04,0.37,95.36
Tanger,2026-05-04 21:21:09.612687,15.74,72.0,1017.0,3.6,few clouds,3.0,1.55,3.86,1.0,112.21
Marrakech,2026-05-04 21:21:09.612687,22.98,49.0,1014.0,5.66,broken clouds,2.0,6.43,17.57,1.35,85.05
Rabat,2026-05-04 21:21:09.612687,16.37,82.0,1018.0,2.57,scattered clouds,2.0,2.28,5.16,2.72,94.02
Agadir,2026-05-04 22:21:21.192033,18.06,71.0,1013.0,3.21,clear sky,2.0,3.02,9.65,0.35,95.43
Tanger,2026-05-04 22:21:21.192033,15.74,72.0,1017.0,3.6,few clouds,3.0,1.5,3.88,1.0,110.91
Marrakech,2026-05-04 22:21:21.192033,19.98,56.0,1015.0,4.63,broken clouds,2.0,6.15,16.72,1.54,84.44
Rabat,2026-05-04 22:21:21.192033,16.37,82.0,1018.0,2.06,scattered clouds,2.0,2.15,5.06,2.61,93.42
Agadir,2026-05-04 23:21:30.844203,18.06,72.0,1013.0,4.15,clear sky,2.0,2.79,9.48,0.35,95.26
Tanger,2026-05-04 23:21:30.844203,15.74,77.0,1017.0,2.57,few clouds,3.0,1.49,4.04,1.1,108.17
Marrakech,2026-05-04 23:21:30.844203,18.98,59.0,1016.0,4.63,broken clouds,2.0,5.94,15.9,1.74,82.32
Rabat,2026-05-04 23:21:30.844203,13.37,94.0,1018.0,0.0,scattered clouds,2.0,2.07,4.92,2.51,92.54
Agadir,2026-05-05 00:26:15.709472,17.06,75.0,1014.0,3.91,clear sky,2.0,2.65,9.4,0.34,95.53
Tanger,2026-05-05 00:26:15.709472,15.74,77.0,1017.0,3.6,few clouds,3.0,1.5,4.35,1.22,105.31
Marrakech,2026-05-05 00:26:15.709472,17.98,63.0,1016.0,2.06,broken clouds,2.0,5.93,15.57,1.86,79.1
Rabat,2026-05-05 00:26:15.709472,11.37,93.0,1018.0,0.0,scattered clouds,2.0,2.06,4.88,2.41,92.83
Agadir,2026-05-05 01:26:25.503296,15.06,79.0,1014.0,3.59,clear sky,2.0,2.56,9.37,0.31,95.57
Tanger,2026-05-05 01:26:25.503296,15.74,77.0,1017.0,2.57,few clouds,3.0,1.53,4.74,1.15,102.84
Marrakech,2026-05-05 01:26:25.503296,17.98,63.0,1016.0,2.57,few clouds,2.0,5.95,15.43,1.75,75.79
Rabat,2026-05-05 01:26:25.503296,9.37,100.0,1018.0,0.0,scattered clouds,2.0,2.12,5.02,2.26,92.97
Agadir,2026-05-05 02:26:35.213724,15.06,82.0,1013.0,3.32,clear sky,2.0,2.52,9.44,0.28,95.11
Tanger,2026-05-05 02:26:35.213724,15.74,82.0,1016.0,2.57,few clouds,3.0,1.57,5.09,1.03,101.14
Marrakech,2026-05-05 02:26:35.213724,16.98,63.0,1015.0,1.54,few clouds,2.0,5.91,15.23,1.61,72.8
Rabat,2026-05-05 02:26:35.213724,8.37,100.0,1017.0,0.0,scattered clouds,2.0,2.22,5.25,2.09,92.68
Agadir,2026-05-05 03:26:44.786264,15.06,82.0,1013.0,3.82,clear sky,2.0,2.53,9.68,0.26,94.62
Tanger,2026-05-05 03:26:44.786264,14.74,82.0,1015.0,3.09,few clouds,2.0,1.62,5.4,0.97,99.96
Marrakech,2026-05-05 03:26:44.786264,15.98,67.0,1015.0,1.54,few clouds,2.0,5.98,15.22,1.55,72.37
Rabat,2026-05-05 03:26:44.786264,8.37,100.0,1016.0,0.0,scattered clouds,2.0,2.36,5.55,1.98,92.33
Agadir,2026-05-05 04:26:54.534294,16.06,87.0,1013.0,5.03,clear sky,2.0,2.58,9.91,0.25,93.9
Tanger,2026-05-05 04:26:54.534294,15.74,72.0,1015.0,3.09,few clouds,2.0,1.71,5.73,0.97,99.17
Marrakech,2026-05-05 04:26:54.534294,15.98,72.0,1015.0,2.06,few clouds,2.0,6.12,15.34,1.51,73.2
Rabat,2026-05-05 04:26:54.534294,9.37,100.0,1016.0,0.0,scattered clouds,2.0,2.52,5.88,1.93,91.45
Agadir,2026-05-05 05:27:04.078828,17.06,88.0,1013.0,5.07,clear sky,2.0,2.67,10.2,0.25,93.67
Tanger,2026-05-05 05:27:04.078828,15.74,72.0,1015.0,3.09,few clouds,2.0,1.85,6.22,1.07,97.13
Marrakech,2026-05-05 05:27:04.078828,13.98,77.0,1015.0,3.09,clear sky,2.0,6.26,15.45,1.52,74.29
Rabat,2026-05-05 05:27:04.078828,10.37,100.0,1016.0,0.0,scattered clouds,2.0,2.69,6.19,1.95,90.62
Agadir,2026-05-05 06:27:13.831769,16.06,89.0,1013.0,3.37,clear sky,2.0,2.8,10.59,0.26,93.23
Tanger,2026-05-05 06:27:13.831769,14.74,77.0,1015.0,2.06,scattered clouds,2.0,2.01,6.75,1.34,93.45
Marrakech,2026-05-05 06:27:13.831769,12.98,76.0,1015.0,1.03,clear sky,2.0,6.43,15.58,1.68,75.03
Rabat,2026-05-05 06:27:13.831769,11.37,100.0,1016.0,0.0,scattered clouds,2.0,2.9,6.55,2.08,89.36
Agadir,2026-05-05 07:27:23.590265,15.06,89.0,1013.0,3.71,few clouds,2.0,2.98,11.05,0.33,92.78
Tanger,2026-05-05 07:27:23.590265,13.74,82.0,1016.0,1.03,scattered clouds,2.0,2.18,7.16,2.14,89.15
Marrakech,2026-05-05 07:27:23.590265,12.98,76.0,1015.0,2.06,clear sky,2.0,6.65,15.77,2.37,74.9
Rabat,2026-05-05 07:27:23.590265,11.37,100.0,1016.0,0.0,scattered clouds,2.0,3.13,6.93,2.55,88.11
Agadir,2026-05-05 08:27:33.178855,16.06,84.0,1014.0,4.08,overcast clouds,2.0,3.16,11.47,0.5,91.81
Tanger,2026-05-05 08:27:33.178855,15.74,77.0,1016.0,1.03,few clouds,2.0,2.35,7.1,3.77,84.1
Marrakech,2026-05-05 08:27:33.178855,13.98,77.0,1015.0,2.57,clear sky,2.0,6.63,15.65,3.65,73.48
Rabat,2026-05-05 08:27:33.178855,13.37,100.0,1017.0,0.0,scattered clouds,2.0,3.35,7.25,3.45,86.33
Agadir,2026-05-05 09:27:42.945492,19.06,81.0,1014.0,3.49,overcast clouds,2.0,3.34,11.94,0.61,90.78
Tanger,2026-05-05 09:27:42.945492,16.74,72.0,1016.0,2.57,scattered clouds,2.0,2.43,6.73,4.86,81.8
Marrakech,2026-05-05 09:27:42.945492,17.98,72.0,1015.0,0.51,clear sky,2.0,6.65,15.63,3.96,72.21
Rabat,2026-05-05 09:27:42.945492,16.37,94.0,1016.0,1.54,scattered clouds,2.0,3.53,7.52,3.74,86.15
Agadir,2026-05-05 10:27:52.495333,21.06,73.0,1014.0,3.24,overcast clouds,2.0,3.54,12.46,0.56,90.92
Tanger,2026-05-05 10:27:52.495333,17.74,68.0,1016.0,3.09,scattered clouds,2.0,2.42,6.32,4.4,84.28
Marrakech,2026-05-05 10:27:52.495333,18.98,68.0,1015.0,1.03,clear sky,2.0,6.73,15.87,3.45,74.1
Rabat,2026-05-05 10:27:52.495333,18.37,63.0,1017.0,2.06,scattered clouds,2.0,3.71,7.83,3.36,88.29
Agadir,2026-05-05 11:43:38.735878,23.06,67.0,1014.0,2.37,overcast clouds,2.0,4.05,13.18,0.53,91.72
Tanger,2026-05-05 11:43:38.735878,18.74,59.0,1016.0,3.6,scattered clouds,3.0,1.96,4.99,1.0,105.97
Marrakech,2026-05-05 11:43:38.735878,20.98,56.0,1014.0,2.57,clear sky,2.0,5.52,14.15,1.27,93.1
Rabat,2026-05-05 11:43:38.735878,19.37,59.0,1017.0,2.57,broken clouds,3.0,4.36,8.28,1.37,103.23
Agadir,2026-05-05 12:43:48.514019,25.06,69.0,1014.0,3.61,overcast clouds,2.0,4.56,13.93,0.52,92.37
Tanger,2026-05-05 12:43:48.514019,19.74,56.0,1016.0,4.12,scattered clouds,3.0,1.99,4.74,0.67,108.78
