lat,lon,temperature,humidity,pressure,wind_speed,aqi,no2,o3,pm10,year,month,day,hour,city_Casablanca,city_Fes,city_Karia Ba Mohamed,city_Marrakech,city_Rabat,city_Tanger,weather_description_clear sky,weather_description_drizzle,weather_description_dust,weather_description_few clouds,weather_description_light rain,weather_description_mist,weather_description_moderate rain,weather_description_overcast clouds,weather_description_scattered clouds,weather_description_thunderstorm,pm2_5,split
0.11436203753034482,-0.45343433724168736,0.44120825171325384,0.41307033737983423,-1.0237656313113073,-0.9605856484390891,1.4630987074347872,-0.5954596918006692,0.7739530372159796,1.3264775214942293,0.0,-2.5036769496878515,2.0755854275872565,-0.3326833355342414,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.22,train
0.39153772671347176,0.08826482463064965,0.8153411571031842,0.7372477219085533,-1.0237656313113073,0.05628967271837849,1.4630987074347872,-0.140967331307133,0.8894190869466168,1.4372889550021182,0.0,-2.5036769496878515,2.0755854275872565,-0.3326833355342414,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,13.7,train
-1.088672061389538,-0.7367367724737709,1.533346218182389,-0.8836392007350417,-1.656180088622457,-0.6194403794056161,-0.5455216766886865,-0.8372109473823374,0.10153310054932294,4.406224557646408,0.0,-2.5036769496878515,2.0755854275872565,-0.3326833355342414,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.27,train
0.3990891858649549,1.4213718371347033,1.2857582660861109,-0.6891327700178103,-1.0237656313113073,1.066604507932895,-0.5455216766886865,-1.0209419016244052,-1.028675762696451,0.9413402221070548,0.0,-2.5036769496878515,2.0755854275872565,-0.3326833355342414,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.25,train
0.11436203753034482,-0.45343433724168736,0.44120825171325384,0.08889295285111527,-1.0237656313113073,0.05628967271837849,1.4630987074347872,-0.7211703447031367,1.0476754962833155,0.9629619652305453,0.0,-2.5036769496878515,2.0755854275872565,-0.16139375553976382,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.63,train
0.39153772671347176,0.08826482463064965,0.5402434325517648,0.7372477219085533,-1.339972859966882,0.3908744558089003,1.4630987074347872,-0.49875918956800197,1.113559065835503,1.1508008586158687,0.0,-2.5036769496878515,2.0755854275872565,-0.16139375553976382,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,12.38,train
-1.088672061389538,-0.7367367724737709,1.8084439427338086,-1.2726520621695043,-1.656180088622457,0.3908744558089003,1.4630987074347872,-0.9629216002848048,0.33382362412507705,6.037314804524724,0.0,-2.5036769496878515,2.0755854275872565,-0.16139375553976382,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11.22,train
0.3990891858649549,1.4213718371347033,1.5608559906375303,-1.078145631452273,-1.339972859966882,1.066604507932895,-0.5455216766886865,-1.0402820020709387,-0.696541066706557,1.1832334733011047,0.0,-2.5036769496878515,2.0755854275872565,-0.16139375553976382,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.55,train
0.11436203753034482,-0.45343433724168736,0.6200217726716761,0.08889295285111527,-1.0237656313113073,-0.21269025094262892,1.4630987074347872,-0.7501804953729369,1.0680518580004867,0.4170129513624099,0.0,-2.5036769496878515,2.0755854275872565,0.18118540444919137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.15,train
0.39153772671347176,0.08826482463064965,0.8153411571031842,0.08889295285111527,-1.339972859966882,0.3908744558089003,1.4630987074347872,-0.5761195913541357,0.9586987167850003,0.6616089204468961,0.0,-2.5036769496878515,2.0755854275872565,0.18118540444919137,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10.14,train
-1.088672061389538,-0.7367367724737709,2.3586393918366477,-1.5968294466982234,-1.9723873172780317,-0.6194403794056161,1.4630987074347872,-1.0016018011778718,0.4893631852328182,5.960287344647289,0.0,-2.5036769496878515,2.0755854275872565,0.18118540444919137,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.89,train
0.3990891858649549,1.4213718371347033,1.8359537151889498,-1.2726520621695043,-1.656180088622457,0.7320197248423733,-0.5455216766886865,-0.9919317509546051,-0.6435625262419112,1.0940437829167065,0.0,-2.5036769496878515,2.0755854275872565,0.18118540444919137,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.42,train
0.11436203753034482,-0.45343433724168736,0.6200217726716761,-0.1704489547718599,-1.339972859966882,0.37775348392299746,1.4630987074347872,-0.71150029447987,1.1726505148152995,0.4886349754589721,0.0,-2.5036769496878515,2.0755854275872565,0.352474984443669,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.77,train
0.39153772671347176,0.08826482463064965,1.0904388816546038,-0.1704489547718599,-1.339972859966882,0.3908744558089003,1.4630987074347872,-0.5374393904610688,0.9301718103809602,0.6359331004877512,0.0,-2.5036769496878515,2.0755854275872565,0.352474984443669,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,9.94,train
-1.088672061389538,-0.7367367724737709,2.633737116388067,-1.7913358774154549,-2.2885945459336066,-0.2848555963150946,1.4630987074347872,-0.9822617007313382,0.5409833015829861,6.0062335487847065,0.0,-2.5036769496878515,2.0755854275872565,0.352474984443669,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11.02,train
0.3990891858649549,1.4213718371347033,1.8359537151889498,-1.2726520621695043,-1.656180088622457,1.066604507932895,-0.5455216766886865,-0.9339114496150046,-0.6619012517873653,0.9575565294496724,0.0,-2.5036769496878515,2.0755854275872565,0.352474984443669,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.24,train
0.11436203753034482,-0.45343433724168736,0.44120825171325384,0.41307033737983423,-1.339972859966882,0.3908744558089003,1.4630987074347872,-0.5374393904610688,1.2229122070509895,0.6007977679120792,0.0,-2.5036769496878515,2.0755854275872565,0.5237645644381466,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.21,train
0.39153772671347176,0.08826482463064965,1.0904388816546038,-0.4297908623948351,-1.339972859966882,0.7320197248423733,1.4630987074347872,-0.26667798420960054,0.9872256231890403,0.6548521257208054,0.0,-2.5036769496878515,2.0755854275872565,0.5237645644381466,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,9.82,train
-1.088672061389538,-0.7367367724737709,3.183932565490906,-1.9210068312269424,-2.2885945459336066,0.05628967271837849,1.4630987074347872,-0.8855611984986709,0.555925966842245,6.125153135963903,0.0,-2.5036769496878515,2.0755854275872565,0.5237645644381466,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11.52,train
0.3990891858649549,1.4213718371347033,2.1110514397403692,-1.4671584928867358,-1.656180088622457,0.3908744558089003,-0.5455216766886865,-0.7018302442566032,-1.0252797024102558,0.6845820225156047,0.0,-2.5036769496878515,2.0755854275872565,0.5237645644381466,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.07,train
0.3990891858649549,1.4213718371347033,1.8359537151889498,-1.2726520621695043,-1.656180088622457,0.7320197248423733,-0.5455216766886865,-0.34403838599573433,-1.4905399616190025,0.4170129513624099,0.0,-2.5036769496878515,2.0755854275872565,0.6950541444326241,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.9,train
0.11436203753034482,-0.45343433724168736,0.44120825171325384,1.0614251064372722,-1.656180088622457,-0.6194403794056161,-0.5455216766886865,0.3618752803027368,-0.3956501253496588,2.667025595150641,0.0,-2.5036769496878515,2.1919818181323136,-0.6752624955231966,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.28,train
0.39153772671347176,0.08826482463064965,0.2651457080003452,2.1636282138349165,-1.656180088622457,-0.9605856484390891,-0.5455216766886865,1.551291457764544,-0.5301341126829904,1.977832533089381,0.0,-2.5036769496878515,2.1919818181323136,-0.6752624955231966,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10.42,train
-1.088672061389538,-0.7367367724737709,0.43295531997671094,0.08889295285111527,-1.656180088622457,0.05628967271837849,1.4630987074347872,1.5029412066482102,-0.7175966404809676,6.260289030485719,0.0,-2.5036769496878515,2.1919818181323136,-0.6752624955231966,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,14.07,train
