timestamp,city,lat,lon,temperature,humidity,pressure,wind_speed,weather_description,aqi,no2,o3,pm2_5,pm10,source_file,year,month,day,hour,split
2026-05-02 13:08:29.754473,Rabat,34.0209,-6.8416,19.37,77.0,1018.0,2.06,overcast clouds,3.0,0.98,100.98,6.76,11.13,raw_collecte_mohammed.csv,2026,5,2,13,train
2026-05-02 13:08:29.754473,Agadir,30.4278,-9.5981,24.06,68.0,1016.0,5.0,scattered clouds,2.0,0.21,90.04,6.6,18.37,raw_collecte_mohammed.csv,2026,5,2,13,train
2026-05-02 13:31:20.000000,Casablanca,33.5731,-7.5898,20.74,60.0,1018.0,2.57,scattered clouds,3.0,0.73,101.12,5.95,12.41,raw_collecte_mouad.csv,2026,5,2,13,train
2026-05-02 13:31:22.000000,Tanger,35.7595,-5.834,21.64,68.0,1017.0,3.6,scattered clouds,3.0,0.63,102.28,5.02,7.95,raw_collecte_mouad.csv,2026,5,2,13,train
2026-05-02 13:31:23.000000,Karia Ba Mohamed,34.3667,-5.2139,25.85,51.0,1015.0,4.26,broken clouds,2.0,0.37,91.17,5.86,9.82,raw_collecte_mouad.csv,2026,5,2,13,train
2026-05-02 13:31:25.000000,Fes,34.0331,-5.0003,21.14,73.0,1015.0,4.63,broken clouds,2.0,0.31,87.73,5.72,9.84,raw_collecte_mouad.csv,2026,5,2,13,train
2026-05-02 14:00:34.000000,Casablanca,33.5731,-7.5898,21.01,60.0,1018.0,2.06,scattered clouds,3.0,0.52,105.07,7.19,14.0,raw_collecte_principale.csv,2026,5,2,14,train
2026-05-02 14:00:41.000000,Rabat,34.0209,-6.8416,20.37,73.0,1018.0,2.57,overcast clouds,3.0,0.73,103.98,6.33,10.21,raw_collecte_principale.csv,2026,5,2,14,train
2026-05-02 14:00:48.000000,Marrakech,31.6295,-7.9811,23.98,53.0,1015.0,1.54,scattered clouds,3.0,0.3,102.55,10.62,26.87,raw_collecte_principale.csv,2026,5,2,14,train
2026-05-02 14:00:54.000000,Fes,34.0331,-5.0003,21.08,73.0,1016.0,4.63,broken clouds,2.0,0.29,86.63,5.29,9.46,raw_collecte_principale.csv,2026,5,2,14,train
2026-05-02 14:08:40.426626,Rabat,34.0209,-6.8416,20.37,73.0,1018.0,2.57,overcast clouds,3.0,0.65,102.45,5.48,8.76,raw_collecte_mohammed.csv,2026,5,2,14,train
2026-05-02 14:08:40.426626,Marrakech,31.6295,-7.9811,23.98,53.0,1015.0,1.54,scattered clouds,3.0,0.28,101.73,10.33,26.88,raw_collecte_mohammed.csv,2026,5,2,14,train
2026-05-02 14:08:40.426626,Tanger,35.7595,-5.834,20.74,73.0,1017.0,3.09,scattered clouds,3.0,0.56,110.9,3.88,8.43,raw_collecte_mohammed.csv,2026,5,2,14,train
2026-05-02 14:08:40.426626,Agadir,30.4278,-9.5981,25.06,66.0,1016.0,5.47,scattered clouds,2.0,0.18,91.15,7.31,19.02,raw_collecte_mohammed.csv,2026,5,2,14,train
2026-05-02 14:31:26.000000,Casablanca,33.5731,-7.5898,20.18,64.0,1018.0,3.6,few clouds,3.0,0.7,100.99,5.14,10.64,raw_collecte_mouad.csv,2026,5,2,14,train
2026-05-02 14:31:28.000000,Tanger,35.7595,-5.834,22.64,68.0,1017.0,3.09,scattered clouds,3.0,0.74,101.37,4.53,7.21,raw_collecte_mouad.csv,2026,5,2,14,train
2026-05-02 14:31:29.000000,Karia Ba Mohamed,34.3667,-5.2139,26.3,49.0,1014.0,5.05,broken clouds,2.0,0.41,90.51,5.6,9.4,raw_collecte_mouad.csv,2026,5,2,14,train
2026-05-02 14:31:31.000000,Fes,34.0331,-5.0003,22.14,64.0,1014.0,3.6,broken clouds,2.0,0.31,87.73,5.72,9.84,raw_collecte_mouad.csv,2026,5,2,14,train
2026-05-02 15:01:01.000000,Casablanca,33.5731,-7.5898,21.01,60.0,1017.0,2.57,scattered clouds,3.0,0.62,101.32,5.45,10.97,raw_collecte_principale.csv,2026,5,2,15,train
2026-05-02 15:01:07.000000,Rabat,34.0209,-6.8416,21.37,64.0,1018.0,3.09,overcast clouds,3.0,0.63,102.28,5.02,7.95,raw_collecte_principale.csv,2026,5,2,15,train
2026-05-02 15:01:13.000000,Marrakech,31.6295,-7.9811,26.02,44.0,1015.0,1.03,scattered clouds,3.0,0.28,101.76,10.77,27.9,raw_collecte_principale.csv,2026,5,2,15,train
2026-05-02 15:01:20.000000,Fes,34.0331,-5.0003,22.08,64.0,1015.0,4.63,broken clouds,2.0,0.31,87.73,5.72,9.84,raw_collecte_principale.csv,2026,5,2,15,train
2026-05-02 15:08:50.171003,Agadir,30.4278,-9.5981,25.06,58.0,1015.0,5.78,few clouds,2.0,0.18,92.49,6.77,16.54,raw_collecte_mohammed.csv,2026,5,2,15,train
2026-05-02 15:08:50.171003,Rabat,34.0209,-6.8416,21.37,64.0,1018.0,3.09,overcast clouds,3.0,0.63,102.28,5.02,7.95,raw_collecte_mohammed.csv,2026,5,2,15,train
2026-05-02 15:08:50.171003,Tanger,35.7595,-5.834,21.74,73.0,1017.0,3.6,scattered clouds,3.0,0.36,109.87,2.83,6.46,raw_collecte_mohammed.csv,2026,5,2,15,train
2026-05-02 15:08:50.171003,Marrakech,31.6295,-7.9811,25.97,44.0,1015.0,1.03,scattered clouds,3.0,0.28,101.76,10.77,27.9,raw_collecte_mohammed.csv,2026,5,2,15,train
2026-05-02 15:31:32.000000,Casablanca,33.5731,-7.5898,20.18,64.0,1017.0,3.6,few clouds,3.0,0.88,102.02,4.27,9.2,raw_collecte_mouad.csv,2026,5,2,15,train
2026-05-02 15:31:34.000000,Tanger,35.7595,-5.834,22.64,68.0,1016.0,3.09,scattered clouds,3.0,1.1,100.68,4.15,6.75,raw_collecte_mouad.csv,2026,5,2,15,train
2026-05-02 15:31:35.000000,Karia Ba Mohamed,34.3667,-5.2139,25.98,49.0,1014.0,5.84,broken clouds,2.0,0.52,90.03,5.41,9.15,raw_collecte_mouad.csv,2026,5,2,15,train
2026-05-02 15:31:36.000000,Fes,34.0331,-5.0003,23.14,60.0,1014.0,3.6,scattered clouds,2.0,0.52,85.85,5.65,9.16,raw_collecte_mouad.csv,2026,5,2,15,train
2026-05-02 16:01:26.000000,Casablanca,33.5731,-7.5898,20.01,64.0,1017.0,3.6,few clouds,3.0,0.66,101.26,5.09,10.3,raw_collecte_principale.csv,2026,5,2,16,train
2026-05-02 16:01:33.000000,Rabat,34.0209,-6.8416,21.37,64.0,1017.0,3.09,overcast clouds,3.0,0.74,101.37,4.53,7.21,raw_collecte_principale.csv,2026,5,2,16,train
2026-05-02 16:01:40.000000,Marrakech,31.6295,-7.9811,25.98,44.0,1014.0,1.54,scattered clouds,3.0,0.3,101.08,11.15,28.99,raw_collecte_principale.csv,2026,5,2,16,train
2026-05-02 16:01:47.000000,Fes,34.0331,-5.0003,22.08,68.0,1014.0,3.6,scattered clouds,2.0,0.39,86.69,5.68,9.33,raw_collecte_principale.csv,2026,5,2,16,train
2026-05-02 16:09:00.053353,Tanger,35.7595,-5.834,22.74,68.0,1016.0,3.6,scattered clouds,3.0,0.37,111.01,2.95,6.69,raw_collecte_mohammed.csv,2026,5,2,16,train
2026-05-02 16:09:00.053353,Rabat,34.0209,-6.8416,21.37,64.0,1017.0,3.09,overcast clouds,3.0,0.74,101.37,4.53,7.21,raw_collecte_mohammed.csv,2026,5,2,16,train
2026-05-02 16:09:00.053353,Marrakech,31.6295,-7.9811,25.98,44.0,1014.0,1.54,scattered clouds,3.0,0.3,101.08,11.15,28.99,raw_collecte_mohammed.csv,2026,5,2,16,train
2026-05-02 16:09:00.053353,Agadir,30.4278,-9.5981,24.06,52.0,1013.0,7.2,few clouds,2.0,0.19,92.89,6.16,14.42,raw_collecte_mohammed.csv,2026,5,2,16,train
2026-05-02 16:31:38.000000,Casablanca,33.5731,-7.5898,20.18,60.0,1017.0,3.6,few clouds,3.0,1.16,102.04,3.73,8.46,raw_collecte_mouad.csv,2026,5,2,16,train
2026-05-02 16:31:39.000000,Tanger,35.7595,-5.834,22.64,68.0,1015.0,4.12,scattered clouds,2.0,1.68,99.68,3.9,6.56,raw_collecte_mouad.csv,2026,5,2,16,train
2026-05-02 16:31:40.000000,Karia Ba Mohamed,34.3667,-5.2139,24.65,52.0,1014.0,7.65,broken clouds,2.0,0.69,88.27,5.17,8.81,raw_collecte_mouad.csv,2026,5,2,16,train
2026-05-02 16:31:42.000000,Fes,34.0331,-5.0003,23.14,60.0,1014.0,3.09,scattered clouds,2.0,0.52,85.85,5.65,9.16,raw_collecte_mouad.csv,2026,5,2,16,train
2026-05-02 17:01:54.000000,Casablanca,33.5731,-7.5898,20.01,64.0,1017.0,3.6,few clouds,3.0,0.79,102.17,4.68,9.64,raw_collecte_principale.csv,2026,5,2,17,train
2026-05-02 17:02:01.000000,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.6,broken clouds,3.0,1.1,100.68,4.15,6.75,raw_collecte_principale.csv,2026,5,2,17,train
2026-05-02 17:02:08.000000,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.36,101.37,10.79,28.08,raw_collecte_principale.csv,2026,5,2,17,train
2026-05-02 17:02:15.000000,Fes,34.0331,-5.0003,23.1,60.0,1014.0,2.57,scattered clouds,2.0,0.52,85.85,5.65,9.16,raw_collecte_principale.csv,2026,5,2,17,train
2026-05-02 17:09:10.036275,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.36,101.37,10.79,28.08,raw_collecte_mohammed.csv,2026,5,2,17,train
2026-05-02 17:09:10.036275,Agadir,30.4278,-9.5981,25.06,50.0,1013.0,8.55,scattered clouds,2.0,0.21,93.11,5.11,11.89,raw_collecte_mohammed.csv,2026,5,2,17,train
2026-05-02 17:09:10.036275,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.6,broken clouds,3.0,1.1,100.68,4.15,6.75,raw_collecte_mohammed.csv,2026,5,2,17,train
2026-05-02 17:09:10.036275,Tanger,35.7595,-5.834,22.74,68.0,1016.0,2.06,scattered clouds,3.0,0.44,112.33,3.05,6.95,raw_collecte_mohammed.csv,2026,5,2,17,train
2026-05-02 17:31:44.000000,Casablanca,33.5731,-7.5898,19.13,63.0,1017.0,3.6,scattered clouds,3.0,1.48,100.71,3.27,7.84,raw_collecte_mouad.csv,2026,5,2,17,train
2026-05-02 17:31:45.000000,Tanger,35.7595,-5.834,21.64,68.0,1015.0,6.17,scattered clouds,2.0,2.17,97.71,3.46,6.15,raw_collecte_mouad.csv,2026,5,2,17,train
2026-05-02 17:31:47.000000,Karia Ba Mohamed,34.3667,-5.2139,21.87,58.0,1014.0,7.76,broken clouds,2.0,0.83,86.65,4.88,8.43,raw_collecte_mouad.csv,2026,5,2,17,train
2026-05-02 17:31:48.000000,Fes,34.0331,-5.0003,22.14,68.0,1014.0,3.09,scattered clouds,2.0,0.83,82.9,5.46,8.9,raw_collecte_mouad.csv,2026,5,2,17,train
2026-05-02 18:02:22.000000,Casablanca,33.5731,-7.5898,20.0,60.0,1017.0,3.6,few clouds,3.0,1.04,102.28,4.2,8.97,raw_collecte_principale.csv,2026,5,2,18,train
2026-05-02 18:02:28.000000,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.09,scattered clouds,2.0,1.68,99.68,3.9,6.56,raw_collecte_principale.csv,2026,5,2,18,train
2026-05-02 18:02:35.000000,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.51,100.62,11.2,28.38,raw_collecte_principale.csv,2026,5,2,18,train
2026-05-02 18:02:42.000000,Fes,34.0331,-5.0003,22.08,68.0,1014.0,3.6,scattered clouds,2.0,0.69,84.24,5.58,9.07,raw_collecte_principale.csv,2026,5,2,18,train
2026-05-02 18:09:19.481203,Agadir,30.4278,-9.5981,23.06,51.0,1013.0,8.13,scattered clouds,2.0,0.23,92.67,3.91,9.53,raw_collecte_mohammed.csv,2026,5,2,18,train
2026-05-02 18:09:19.481203,Tanger,35.7595,-5.834,21.74,68.0,1016.0,5.66,scattered clouds,3.0,0.57,113.58,3.13,7.18,raw_collecte_mohammed.csv,2026,5,2,18,train
2026-05-02 18:09:19.481203,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.51,100.62,11.2,28.38,raw_collecte_mohammed.csv,2026,5,2,18,train
2026-05-02 18:09:19.481203,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.09,scattered clouds,2.0,1.68,99.68,3.9,6.56,raw_collecte_mohammed.csv,2026,5,2,18,train
2026-05-02 18:31:50.000000,Casablanca,33.5731,-7.5898,19.13,63.0,1017.0,2.57,few clouds,2.0,1.81,97.4,2.99,7.53,raw_collecte_mouad.csv,2026,5,2,18,train
2026-05-02 18:31:51.000000,Tanger,35.7595,-5.834,21.64,68.0,1016.0,4.12,scattered clouds,2.0,2.5,93.94,2.95,5.64,raw_collecte_mouad.csv,2026,5,2,18,train
2026-05-02 18:31:53.000000,Karia Ba Mohamed,34.3667,-5.2139,19.31,60.0,1015.0,6.5,overcast clouds,2.0,1.0,84.51,4.58,8.05,raw_collecte_mouad.csv,2026,5,2,18,train
2026-05-02 18:31:54.000000,Fes,34.0331,-5.0003,21.14,73.0,1016.0,3.6,scattered clouds,2.0,1.12,79.35,5.32,8.67,raw_collecte_mouad.csv,2026,5,2,18,train
2026-05-02 19:02:50.000000,Casablanca,33.5731,-7.5898,18.95,63.0,1017.0,3.6,scattered clouds,3.0,1.33,101.21,3.75,8.37,raw_collecte_principale.csv,2026,5,2,19,train
2026-05-02 19:02:58.000000,Rabat,34.0209,-6.8416,19.37,68.0,1017.0,4.12,scattered clouds,2.0,2.17,97.71,3.46,6.15,raw_collecte_principale.csv,2026,5,2,19,train
2026-05-02 19:03:05.000000,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,3.6,scattered clouds,2.0,0.67,98.5,11.2,27.85,raw_collecte_principale.csv,2026,5,2,19,train
2026-05-02 19:03:12.000000,Fes,34.0331,-5.0003,22.08,68.0,1014.0,3.09,scattered clouds,2.0,0.83,82.9,5.46,8.9,raw_collecte_principale.csv,2026,5,2,19,train
2026-05-02 19:09:29.365778,Rabat,34.0209,-6.8416,19.37,68.0,1017.0,4.12,scattered clouds,2.0,2.17,97.71,3.46,6.15,raw_collecte_mohammed.csv,2026,5,2,19,train
2026-05-02 19:09:29.365778,Tanger,35.7595,-5.834,21.74,68.0,1016.0,5.14,scattered clouds,3.0,0.74,113.66,3.13,7.22,raw_collecte_mohammed.csv,2026,5,2,19,train
2026-05-02 19:09:29.365778,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,3.6,scattered clouds,2.0,0.67,98.5,11.2,27.85,raw_collecte_mohammed.csv,2026,5,2,19,train
2026-05-02 19:09:29.365778,Agadir,30.4278,-9.5981,23.06,54.0,1013.0,6.7,scattered clouds,2.0,0.24,92.23,2.98,7.99,raw_collecte_mohammed.csv,2026,5,2,19,train
2026-05-02 19:31:56.000000,Casablanca,33.5731,-7.5898,18.07,72.0,1017.0,2.06,clear sky,2.0,2.03,94.35,2.99,7.87,raw_collecte_mouad.csv,2026,5,2,19,train
2026-05-02 19:31:57.000000,Tanger,35.7595,-5.834,19.64,77.0,1016.0,3.09,broken clouds,2.0,2.64,90.82,2.67,5.42,raw_collecte_mouad.csv,2026,5,2,19,train
2026-05-02 19:31:59.000000,Karia Ba Mohamed,34.3667,-5.2139,17.67,69.0,1017.0,4.04,light rain,2.0,1.19,81.77,4.35,7.76,raw_collecte_mouad.csv,2026,5,2,19,train
2026-05-02 19:32:00.000000,Fes,34.0331,-5.0003,20.14,77.0,1017.0,3.09,light rain,2.0,1.45,76.14,5.17,8.46,raw_collecte_mouad.csv,2026,5,2,19,train
2026-05-02 20:03:18.000000,Casablanca,33.5731,-7.5898,18.95,63.0,1017.0,2.57,few clouds,2.0,1.71,98.15,3.45,8.09,raw_collecte_principale.csv,2026,5,2,20,train
2026-05-02 20:03:24.000000,Rabat,34.0209,-6.8416,18.37,72.0,1017.0,2.06,broken clouds,2.0,2.5,93.94,2.95,5.64,raw_collecte_principale.csv,2026,5,2,20,train
2026-05-02 20:03:31.000000,Marrakech,31.6295,-7.9811,25.97,47.0,1014.0,4.12,scattered clouds,2.0,1.02,93.41,10.83,26.47,raw_collecte_principale.csv,2026,5,2,20,train
2026-05-02 20:03:37.000000,Fes,34.0331,-5.0003,21.08,73.0,1016.0,3.09,scattered clouds,2.0,1.12,79.35,5.32,8.67,raw_collecte_principale.csv,2026,5,2,20,train
2026-05-02 20:32:02.000000,Casablanca,33.5731,-7.5898,18.07,72.0,1018.0,2.06,broken clouds,2.0,2.0,91.93,3.02,8.2,raw_collecte_mouad.csv,2026,5,2,20,train
2026-05-02 20:32:04.000000,Tanger,35.7595,-5.834,19.64,77.0,1017.0,2.06,broken clouds,2.0,2.59,88.42,2.53,5.37,raw_collecte_mouad.csv,2026,5,2,20,train
2026-05-02 20:32:05.000000,Karia Ba Mohamed,34.3667,-5.2139,16.77,71.0,1018.0,2.46,light rain,2.0,1.33,79.27,4.14,7.56,raw_collecte_mouad.csv,2026,5,2,20,train
2026-05-02 20:32:06.000000,Fes,34.0331,-5.0003,19.14,82.0,1018.0,4.12,light rain,2.0,1.45,76.14,5.17,8.46,raw_collecte_mouad.csv,2026,5,2,20,train
2026-05-02 21:03:47.000000,Casablanca,33.5731,-7.5898,17.89,72.0,1018.0,2.06,clear sky,2.0,2.02,95.23,3.38,8.38,raw_collecte_principale.csv,2026,5,2,21,train
2026-05-02 21:03:56.000000,Rabat,34.0209,-6.8416,17.37,77.0,1018.0,2.06,broken clouds,2.0,2.64,90.82,2.67,5.42,raw_collecte_principale.csv,2026,5,2,21,train
2026-05-02 21:04:03.000000,Marrakech,31.6295,-7.9811,22.98,49.0,1015.0,5.14,scattered clouds,2.0,1.32,89.96,10.54,25.45,raw_collecte_principale.csv,2026,5,2,21,train
2026-05-02 21:04:11.000000,Fes,34.0331,-5.0003,20.1,77.0,1017.0,3.09,broken clouds,2.0,1.45,76.14,5.17,8.46,raw_collecte_principale.csv,2026,5,2,21,train
2026-05-02 21:32:08.000000,Casablanca,33.5731,-7.5898,18.07,72.0,1018.0,1.54,broken clouds,2.0,2.0,91.93,3.02,8.2,raw_collecte_mouad.csv,2026,5,2,21,train
2026-05-02 21:32:09.000000,Tanger,35.7595,-5.834,18.64,77.0,1017.0,2.57,clear sky,2.0,2.57,85.51,2.51,5.4,raw_collecte_mouad.csv,2026,5,2,21,train
2026-05-02 21:32:11.000000,Karia Ba Mohamed,34.3667,-5.2139,15.98,74.0,1018.0,2.17,broken clouds,2.0,1.53,71.52,3.93,7.23,raw_collecte_mouad.csv,2026,5,2,21,train
2026-05-02 21:32:12.000000,Fes,34.0331,-5.0003,18.14,88.0,1018.0,4.12,light rain,2.0,1.91,68.13,4.87,7.93,raw_collecte_mouad.csv,2026,5,2,21,train
2026-05-02 22:04:18.000000,Casablanca,33.5731,-7.5898,17.89,72.0,1019.0,2.06,broken clouds,2.0,2.05,92.88,3.3,8.59,raw_collecte_principale.csv,2026,5,2,22,train
2026-05-02 22:04:26.000000,Rabat,34.0209,-6.8416,17.37,82.0,1019.0,1.54,broken clouds,2.0,2.59,88.42,2.53,5.37,raw_collecte_principale.csv,2026,5,2,22,train
2026-05-02 22:04:33.000000,Marrakech,31.6295,-7.9811,20.98,52.0,1017.0,5.14,scattered clouds,2.0,1.51,88.01,10.2,24.51,raw_collecte_principale.csv,2026,5,2,22,train
2026-05-02 22:04:40.000000,Fes,34.0331,-5.0003,18.08,88.0,1018.0,4.12,light rain,2.0,1.69,74.06,4.99,8.23,raw_collecte_principale.csv,2026,5,2,22,train
2026-05-03 11:11:59.000000,Casablanca,33.5731,-7.5898,20.78,64.0,1017.0,1.03,broken clouds,2.0,1.08,88.59,5.05,12.81,raw_collecte_principale.csv,2026,5,3,11,train
2026-05-03 11:12:06.000000,Rabat,34.0209,-6.8416,20.35,77.0,1017.0,0.0,broken clouds,2.0,1.78,88.04,4.86,8.67,raw_collecte_principale.csv,2026,5,3,11,train
2026-05-03 11:12:12.000000,Marrakech,31.6295,-7.9811,19.98,64.0,1016.0,1.54,few clouds,2.0,0.73,90.96,10.63,25.97,raw_collecte_principale.csv,2026,5,3,11,train
2026-05-03 11:12:19.000000,Fes,34.0331,-5.0003,16.08,100.0,1016.0,1.54,broken clouds,2.0,0.53,71.32,4.96,9.97,raw_collecte_principale.csv,2026,5,3,11,train
2026-05-03 11:23:34.000000,Casablanca,33.5731,-7.5898,22.02,60.0,1017.0,2.06,scattered clouds,2.0,0.7,91.0,4.58,10.9,raw_collecte_mouad.csv,2026,5,3,11,train
2026-05-03 11:23:35.000000,Tanger,35.7595,-5.834,19.64,73.0,1016.0,4.12,scattered clouds,2.0,1.12,92.41,5.1,8.52,raw_collecte_mouad.csv,2026,5,3,11,train
2026-05-03 11:23:36.000000,Karia Ba Mohamed,34.3667,-5.2139,21.77,47.0,1016.0,2.1,scattered clouds,2.0,0.87,73.71,4.76,8.96,raw_collecte_mouad.csv,2026,5,3,11,train
2026-05-03 11:23:38.000000,Fes,34.0331,-5.0003,17.14,94.0,1016.0,1.54,broken clouds,2.0,0.34,74.97,4.91,10.65,raw_collecte_mouad.csv,2026,5,3,11,train
2026-05-03 12:12:26.000000,Casablanca,33.5731,-7.5898,21.01,64.0,1017.0,2.06,scattered clouds,2.0,0.68,92.52,5.1,12.18,raw_collecte_principale.csv,2026,5,3,12,train
2026-05-03 12:12:33.000000,Rabat,34.0209,-6.8416,21.37,68.0,1017.0,2.57,broken clouds,2.0,1.12,92.41,5.1,8.52,raw_collecte_principale.csv,2026,5,3,12,train
2026-05-03 12:12:40.000000,Marrakech,31.6295,-7.9811,21.98,56.0,1015.0,2.57,clear sky,2.0,0.41,94.9,10.19,25.13,raw_collecte_principale.csv,2026,5,3,12,train
2026-05-03 12:12:47.000000,Fes,34.0331,-5.0003,17.08,94.0,1016.0,1.54,broken clouds,2.0,0.34,74.97,4.91,10.65,raw_collecte_principale.csv,2026,5,3,12,train
2026-05-03 12:23:39.000000,Casablanca,33.5731,-7.5898,22.02,64.0,1017.0,3.6,scattered clouds,2.0,0.57,93.14,5.03,11.07,raw_collecte_mouad.csv,2026,5,3,12,train
2026-05-03 12:23:42.000000,Tanger,35.7595,-5.834,20.64,68.0,1016.0,3.09,scattered clouds,2.0,0.89,93.33,5.38,8.48,raw_collecte_mouad.csv,2026,5,3,12,train
2026-05-03 12:23:43.000000,Karia Ba Mohamed,34.3667,-5.2139,22.98,43.0,1015.0,2.75,scattered clouds,2.0,0.74,74.35,4.67,8.74,raw_collecte_mouad.csv,2026,5,3,12,train
2026-05-03 12:23:45.000000,Fes,34.0331,-5.0003,17.14,88.0,1015.0,1.54,broken clouds,2.0,0.28,75.34,4.87,10.69,raw_collecte_mouad.csv,2026,5,3,12,train
2026-05-03 13:12:53.000000,Casablanca,33.5731,-7.5898,21.84,62.0,1016.0,3.6,scattered clouds,2.0,0.54,94.69,5.48,12.17,raw_collecte_principale.csv,2026,5,3,13,train
2026-05-03 13:12:59.000000,Rabat,34.0209,-6.8416,21.37,68.0,1017.0,3.09,broken clouds,2.0,0.89,93.33,5.38,8.48,raw_collecte_principale.csv,2026,5,3,13,train
2026-05-03 13:13:06.000000,Marrakech,31.6295,-7.9811,22.98,53.0,1015.0,1.54,clear sky,2.0,0.34,96.48,10.04,24.82,raw_collecte_principale.csv,2026,5,3,13,train
2026-05-03 13:13:12.000000,Fes,34.0331,-5.0003,17.08,88.0,1015.0,1.54,broken clouds,2.0,0.28,75.34,4.87,10.69,raw_collecte_principale.csv,2026,5,3,13,train
2026-05-03 13:23:47.000000,Casablanca,33.5731,-7.5898,20.74,68.0,1016.0,4.12,scattered clouds,2.0,0.54,89.11,3.92,9.14,raw_collecte_mouad.csv,2026,5,3,13,train
2026-05-03 13:23:49.000000,Tanger,35.7595,-5.834,20.64,68.0,1015.0,5.14,scattered clouds,2.0,0.68,92.97,5.28,7.87,raw_collecte_mouad.csv,2026,5,3,13,train
2026-05-03 13:23:50.000000,Karia Ba Mohamed,34.3667,-5.2139,23.96,42.0,1014.0,3.38,overcast clouds,2.0,0.43,82.91,5.17,9.34,raw_collecte_mouad.csv,2026,5,3,13,train
2026-05-03 13:23:52.000000,Fes,34.0331,-5.0003,20.14,77.0,1014.0,1.54,broken clouds,2.0,0.31,80.61,5.51,14.06,raw_collecte_mouad.csv,2026,5,3,13,train
2026-05-03 14:13:19.000000,Casablanca,33.5731,-7.5898,21.66,64.0,1016.0,3.58,overcast clouds,2.0,0.44,95.6,5.3,11.12,raw_collecte_principale.csv,2026,5,3,14,train
2026-05-03 14:13:26.000000,Rabat,34.0209,-6.8416,22.37,64.0,1016.0,4.12,broken clouds,2.0,0.71,93.3,5.19,7.89,raw_collecte_principale.csv,2026,5,3,14,train
2026-05-03 14:13:33.000000,Marrakech,31.6295,-7.9811,23.98,46.0,1014.0,2.57,clear sky,2.0,0.3,98.28,8.98,22.69,raw_collecte_principale.csv,2026,5,3,14,train
2026-05-03 14:13:40.000000,Fes,34.0331,-5.0003,18.08,88.0,1014.0,1.54,broken clouds,2.0,0.26,78.97,5.08,11.91,raw_collecte_principale.csv,2026,5,3,14,train
2026-05-03 14:17:22.646394,Rabat,34.0209,-6.8416,22.37,64.0,1016.0,4.12,broken clouds,2.0,0.71,93.3,5.19,7.89,raw_collecte_mohammed.csv,2026,5,3,14,train
2026-05-03 14:17:22.646394,Marrakech,31.6295,-7.9811,23.98,46.0,1014.0,2.57,clear sky,2.0,0.3,98.28,8.98,22.69,raw_collecte_mohammed.csv,2026,5,3,14,train
2026-05-03 14:17:22.646394,Agadir,30.4278,-9.5981,23.06,64.0,1014.0,4.22,overcast clouds,2.0,0.16,86.84,4.14,12.37,raw_collecte_mohammed.csv,2026,5,3,14,train
2026-05-03 14:17:22.646394,Tanger,35.7595,-5.834,20.74,68.0,1015.0,4.12,scattered clouds,2.0,0.34,83.45,1.36,3.03,raw_collecte_mohammed.csv,2026,5,3,14,train
2026-05-03 14:23:53.000000,Casablanca,33.5731,-7.5898,20.74,64.0,1016.0,3.6,scattered clouds,2.0,0.46,88.73,3.57,8.08,raw_collecte_mouad.csv,2026,5,3,14,train
2026-05-03 14:23:55.000000,Tanger,35.7595,-5.834,20.64,60.0,1015.0,5.14,scattered clouds,2.0,0.58,90.73,4.74,7.02,raw_collecte_mouad.csv,2026,5,3,14,train
2026-05-03 14:23:56.000000,Karia Ba Mohamed,34.3667,-5.2139,24.59,41.0,1014.0,4.1,overcast clouds,2.0,0.35,85.8,5.08,8.84,raw_collecte_mouad.csv,2026,5,3,14,train
2026-05-03 14:23:58.000000,Fes,34.0331,-5.0003,20.14,72.0,1013.0,1.03,broken clouds,2.0,0.25,83.9,5.32,12.03,raw_collecte_mouad.csv,2026,5,3,14,train
2026-05-03 15:13:46.000000,Casablanca,33.5731,-7.5898,21.01,64.0,1015.0,4.02,scattered clouds,2.0,0.43,90.02,3.89,8.57,raw_collecte_principale.csv,2026,5,3,15,train
2026-05-03 15:13:53.000000,Rabat,34.0209,-6.8416,23.37,64.0,1016.0,3.09,broken clouds,2.0,0.58,90.73,4.74,7.02,raw_collecte_principale.csv,2026,5,3,15,train
2026-05-03 15:14:01.000000,Marrakech,31.6295,-7.9811,26.98,44.0,1013.0,1.54,clear sky,2.0,0.28,97.83,8.96,23.28,raw_collecte_principale.csv,2026,5,3,15,train
2026-05-03 15:14:08.000000,Fes,34.0331,-5.0003,20.08,72.0,1013.0,2.06,broken clouds,2.0,0.25,83.9,5.32,12.03,raw_collecte_principale.csv,2026,5,3,15,train
