timestamp,city,lat,lon,temperature,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,visibility,weather_main,weather_description,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,source_file
2026-05-02 18:31:50.000000,Casablanca,33.5731,-7.5898,19.13,,63.0,1017.0,2.57,,20.0,10000.0,Clouds,few clouds,2.0,103.4,,1.81,97.4,5.83,2.99,7.53,0.0,raw_collecte_mouad.csv
2026-05-02 18:31:51.000000,Tanger,35.7595,-5.834,21.64,,68.0,1016.0,4.12,,40.0,10000.0,Clouds,scattered clouds,2.0,104.92,,2.5,93.94,3.56,2.95,5.64,0.11,raw_collecte_mouad.csv
2026-05-02 18:31:53.000000,Karia Ba Mohamed,34.3667,-5.2139,19.31,,60.0,1015.0,6.5,,100.0,10000.0,Clouds,overcast clouds,2.0,96.79,,1.0,84.51,0.91,4.58,8.05,0.29,raw_collecte_mouad.csv
2026-05-02 18:31:54.000000,Fes,34.0331,-5.0003,21.14,,73.0,1016.0,3.6,,40.0,10000.0,Clouds,scattered clouds,2.0,95.51,,1.12,79.35,0.65,5.32,8.67,0.47,raw_collecte_mouad.csv
2026-05-02 19:31:56.000000,Casablanca,33.5731,-7.5898,18.07,,72.0,1017.0,2.06,,0.0,10000.0,Clear,clear sky,2.0,105.58,,2.03,94.35,5.66,2.99,7.87,0.03,raw_collecte_mouad.csv
2026-05-02 19:31:57.000000,Tanger,35.7595,-5.834,19.64,,77.0,1016.0,3.09,,75.0,10000.0,Clouds,broken clouds,2.0,106.4,,2.64,90.82,3.33,2.67,5.42,0.16,raw_collecte_mouad.csv
2026-05-02 19:31:59.000000,Karia Ba Mohamed,34.3667,-5.2139,17.67,,69.0,1017.0,4.04,,100.0,10000.0,Rain,light rain,2.0,97.46,,1.19,81.77,0.87,4.35,7.76,0.36,raw_collecte_mouad.csv
2026-05-02 19:32:00.000000,Fes,34.0331,-5.0003,20.14,,77.0,1017.0,3.09,,40.0,10000.0,Rain,light rain,2.0,95.85,,1.45,76.14,0.66,5.17,8.46,0.77,raw_collecte_mouad.csv
2026-05-02 20:32:02.000000,Casablanca,33.5731,-7.5898,18.07,,72.0,1018.0,2.06,,51.0,10000.0,Clouds,broken clouds,2.0,107.25,,2.0,91.93,5.14,3.02,8.2,0.07,raw_collecte_mouad.csv
2026-05-02 20:32:04.000000,Tanger,35.7595,-5.834,19.64,,77.0,1017.0,2.06,,75.0,10000.0,Clouds,broken clouds,2.0,107.53,,2.59,88.42,3.21,2.53,5.37,0.17,raw_collecte_mouad.csv
2026-05-02 20:32:05.000000,Karia Ba Mohamed,34.3667,-5.2139,16.77,,71.0,1018.0,2.46,,94.0,10000.0,Rain,light rain,2.0,98.37,,1.33,79.27,0.81,4.14,7.56,0.35,raw_collecte_mouad.csv
2026-05-02 20:32:06.000000,Fes,34.0331,-5.0003,19.14,,82.0,1018.0,4.12,,75.0,10000.0,Rain,light rain,2.0,95.85,,1.45,76.14,0.66,5.17,8.46,0.77,raw_collecte_mouad.csv
2026-05-02 21:32:08.000000,Casablanca,33.5731,-7.5898,18.07,,72.0,1018.0,1.54,,63.0,10000.0,Clouds,broken clouds,2.0,107.25,,2.0,91.93,5.14,3.02,8.2,0.07,raw_collecte_mouad.csv
2026-05-02 21:32:09.000000,Tanger,35.7595,-5.834,18.64,,77.0,1017.0,2.57,,0.0,10000.0,Clear,clear sky,2.0,107.13,,2.57,85.51,3.17,2.51,5.4,0.15,raw_collecte_mouad.csv
2026-05-02 21:32:11.000000,Karia Ba Mohamed,34.3667,-5.2139,15.98,,74.0,1018.0,2.17,,84.0,10000.0,Clouds,broken clouds,2.0,97.02,,1.53,71.52,0.61,3.93,7.23,0.37,raw_collecte_mouad.csv
2026-05-02 21:32:12.000000,Fes,34.0331,-5.0003,18.14,,88.0,1018.0,4.12,,75.0,10000.0,Rain,light rain,2.0,95.43,,1.91,68.13,0.54,4.87,7.93,1.26,raw_collecte_mouad.csv
2026-05-03 11:23:34.000000,Casablanca,33.5731,-7.5898,22.02,,60.0,1017.0,2.06,,40.0,6000.0,Clouds,scattered clouds,2.0,101.18,,0.7,91.0,4.42,4.58,10.9,0.0,raw_collecte_mouad.csv
2026-05-03 11:23:35.000000,Tanger,35.7595,-5.834,19.64,,73.0,1016.0,4.12,,40.0,10000.0,Clouds,scattered clouds,2.0,100.98,,1.12,92.41,3.97,5.1,8.52,0.0,raw_collecte_mouad.csv
2026-05-03 11:23:36.000000,Karia Ba Mohamed,34.3667,-5.2139,21.77,,47.0,1016.0,2.1,,43.0,10000.0,Clouds,scattered clouds,2.0,96.15,,0.87,73.71,0.64,4.76,8.96,0.33,raw_collecte_mouad.csv
2026-05-03 11:23:38.000000,Fes,34.0331,-5.0003,17.14,,94.0,1016.0,1.54,,75.0,10000.0,Clouds,broken clouds,2.0,93.84,,0.34,74.97,0.37,4.91,10.65,0.36,raw_collecte_mouad.csv
2026-05-03 12:23:39.000000,Casablanca,33.5731,-7.5898,22.02,,64.0,1017.0,3.6,,40.0,6000.0,Clouds,scattered clouds,2.0,99.78,,0.57,93.14,5.0,5.03,11.07,0.0,raw_collecte_mouad.csv
2026-05-03 12:23:42.000000,Tanger,35.7595,-5.834,20.64,,68.0,1016.0,3.09,,40.0,10000.0,Clouds,scattered clouds,2.0,99.78,,0.89,93.33,4.13,5.38,8.48,0.0,raw_collecte_mouad.csv
2026-05-03 12:23:43.000000,Karia Ba Mohamed,34.3667,-5.2139,22.98,,43.0,1015.0,2.75,,45.0,10000.0,Clouds,scattered clouds,2.0,95.36,,0.74,74.35,0.59,4.67,8.74,0.35,raw_collecte_mouad.csv
2026-05-03 12:23:45.000000,Fes,34.0331,-5.0003,17.14,,88.0,1015.0,1.54,,75.0,10000.0,Clouds,broken clouds,2.0,93.05,,0.28,75.34,0.35,4.87,10.69,0.34,raw_collecte_mouad.csv
2026-05-03 13:23:47.000000,Casablanca,33.5731,-7.5898,20.74,,68.0,1016.0,4.12,,40.0,6000.0,Clouds,scattered clouds,2.0,99.82,,0.54,89.11,4.66,3.92,9.14,0.0,raw_collecte_mouad.csv
2026-05-03 13:23:49.000000,Tanger,35.7595,-5.834,20.64,,68.0,1015.0,5.14,,40.0,10000.0,Clouds,scattered clouds,2.0,99.65,,0.68,92.97,4.09,5.28,7.87,0.0,raw_collecte_mouad.csv
